Insurance Validity,Fuel Type,Engine Displacement,Year of Manufacture,ft,bt,km,transmission,ownerNo,oem,model,Wheel Size,Color,No of Cylinder,Fuel Suppy System,Turbo Charger,Length,Width,Height,Wheel Base,Gear Box,Drive Type,Seating Capacity,Steering Type,Tyre Type,No Door Numbers,Cargo Volumn,Mileage,Value Configuration,Super Charger,Turning Radius,City,price_in_lakhs
Third Party insurance,Petrol,999 cc,2017.0,Petrol,Hatchback,64000.0,Manual,1,Volkswagen,Volkswagen Polo,15.0,Blue,3.0,MPFI,No,3971.0,1682.0,1469.0,2469.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,280.0,18.78,DOHC,No,4.97,Hyderabad,6.75
Third Party insurance,Petrol,999 cc,2018.0,Petrol,Sedan,71413.0,Manual,2,Volkswagen,Volkswagen Ameo,15.0,White,3.0,MPFI,No,3995.0,1682.0,1483.0,2470.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,330.0,19.44,DOHC,No,5.4,Hyderabad,5.33
Third Party insurance,Petrol,799 cc,2020.0,Petrol,Hatchback,31920.0,Manual,2,Renault,Renault KWID,14.0,Red,3.0,MPFi,No,3731.0,1579.0,1474.0,2422.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",5.0,279.0,22.3,DOHC,No,4.9,Hyderabad,4.87
Comprehensive,Diesel,1995 cc,2019.0,Diesel,SUV,46000.0,Automatic,1,BMW,BMW X1,17.0,Black,4.0,CRDi,Yes,4439.0,1821.0,1612.0,2670.0,8 Speed,FWD,5.0,Power,runflat,5.0,505.0,20.68,DOHC,No,5.8,Hyderabad,33.9
Comprehensive,Petrol,998 cc,2022.0,Petrol,Hatchback,9939.0,Manual,2,Maruti,Maruti S-Presso,14.0,Red,3.0,Unknown,Unknown,3565.0,1520.0,1567.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,223.8481396206207,21.7,Unknown,Unknown,4.5,Hyderabad,5.26
Third Party insurance,Petrol,1197 cc,2022.0,Petrol,Hatchback,7156.0,Manual,1,Maruti,Maruti Baleno,16.0,Blue,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",5.0,339.0,21.01,DOHC,No,4.9,Hyderabad,9.26
Comprehensive,Petrol,1496 cc,2018.0,Petrol,Sedan,20608.0,Manual,1,Toyota,Toyota Yaris,16.0,White,4.0,EFI,No,4425.0,1730.0,1495.0,2550.0,6 Speed,FWD,5.0,Power,"tubless,radial",4.0,476.0,17.1,DOHC,No,5.1,Hyderabad,8.5
Comprehensive,Petrol,1197 cc,2019.0,Petrol,Sedan,92000.0,Manual,2,Maruti,Maruti Swift Dzire,16.0,Grey,4.0,MPFI,No,3995.0,1735.0,1515.0,2450.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",4.0,378.0,22.0,DOHC,No,4.8,Hyderabad,7.25
Comprehensive,Petrol,998 cc,2018.0,Petrol,Hatchback,67553.0,Automatic,2,Maruti,Maruti Celerio,15.0,Red,3.0,MPFi,No,3695.0,1600.0,1560.0,2425.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,235.0,23.1,DOHC,No,4.7,Hyderabad,5.01
Third Party insurance,Petrol,1197 cc,2017.0,Petrol,Sedan,95286.0,Manual,1,Maruti,Maruti Swift Dzire,16.0,White,4.0,MPFI,No,3995.0,1695.0,1555.0,2430.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,320.0,20.85,DOHC,No,4.8,Hyderabad,5.77
Comprehensive,Diesel,2179 cc,2015.0,Diesel,SUV,66000.0,Manual,1,Mahindra,Mahindra XUV500,17.0,Silver,4.0,Direct Injection,Yes,4585.0,1890.0,1785.0,2700.0,6 Speed ,FWD,7.0,Power,tubeless,5.0,720.0,16.0,DOHC,No,5.6,Hyderabad,8.95
Zero Dep,Petrol,1197 cc,2019.0,Petrol,Hatchback,35929.0,Manual,1,Hyundai,Hyundai Grand i10,15.0,Silver,4.0,MPFI,No,3765.0,1660.0,1520.0,2425.0,5 Speed,FWD,5.0,Power,tubeless,5.0,256.0,18.9,DOHC,No,4.8,Hyderabad,5.21
Comprehensive,Petrol,1497 cc,2016.0,Petrol,SUV,136035.0,Manual,1,Honda,Honda BR-V,16.0,Grey,4.0,Unknown,No,4456.0,1735.0,1666.0,2662.0,6 Speed,FWD,7.0,Power,"tubless,radial",5.0,223.0,15.4,SOHC,No,5.3,Hyderabad,6.5
Third Party insurance,Diesel,1248 cc,2013.0,Diesel,MUV,93997.0,Manual,1,Maruti,Maruti Ertiga,15.0,Silver,4.0,CRDI,Yes,4265.0,1695.0,1685.0,2740.0,5 Speed ,FWD,7.0,Power,"tubeless,radial",5.0,135.0,20.77,DOHC,No,5.2,Hyderabad,6.7
Third Party insurance,Petrol,1598 cc,2018.0,Petrol,Sedan,60000.0,Manual,1,Skoda,Skoda Rapid,16.0,Others,4.0,MPFI,No,4413.0,1699.0,1466.0,2552.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,460.0,15.41,DOHC,No,5.3,Hyderabad,7.75
Comprehensive,Diesel,1248 cc,2019.0,Diesel,SUV,52220.0,Manual,1,Maruti,Maruti Vitara Brezza,16.0,Red,4.0,CRDi,Yes,3995.0,1790.0,1640.0,2500.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,328.0,24.3,DOHC,No,5.2,Hyderabad,9.8
Third Party insurance,Petrol,1462 cc,2019.0,Petrol,Sedan,61659.0,Manual,2,Maruti,Maruti Ciaz,15.0,White,4.0,MPFI,No,4490.0,1730.0,1485.0,2650.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,510.0,21.56,DOHC,No,5.4,Hyderabad,8.3
Third Party insurance,Petrol,1197 cc,2020.0,Petrol,Sedan,65000.0,Manual,1,Maruti,Maruti Swift Dzire,15.0,White,4.0,Unknown,Unknown,3995.0,1735.0,1515.0,2450.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",4.0,378.0,22.41,DOHC,Unknown,4.8,Hyderabad,7.5
Third Party insurance,Diesel,1198 cc,2018.0,Diesel,Hatchback,120000.0,Manual,1,Mahindra,Mahindra KUV 100 NXT,15.0,Red,3.0,CRDi,Yes,3700.0,1735.0,1655.0,2385.0,5 Speed,FWD,6.0,Power,"tubeless,radial",5.0,243.0,25.32,DOHC,No,5.05,Hyderabad,4.5
Third Party insurance,Diesel,1248 cc,2017.0,Diesel,Hatchback,110000.0,Manual,2,Maruti,Maruti Swift,16.0,Others,4.0,CRDI,Yes,3840.0,1735.0,1530.0,2450.0,5 Speed,FWD,5.0,Power,tubeless,5.0,204.0,25.2,DOHC,No,4.8,Hyderabad,6.0
Third Party insurance,Petrol,796 cc,2017.0,Petrol,Hatchback,78969.0,Manual,1,Maruti,Maruti Alto 800,14.0,Red,3.0,Unknown,Unknown,3445.0,1515.0,1475.0,2360.0,5 Speed,FWD,5.0,Power,tubeless,5.0,194.2967032843453,22.05,DOHC,Unknown,4.6,Hyderabad,3.02
Third Party insurance,Petrol,1197 cc,2021.0,Petrol,Hatchback,38939.0,Manual,2,Hyundai,Hyundai Grand i10 Nios,15.0,Silver,4.0,Unknown,No,3805.0,1680.0,1520.0,2450.0,5-Speed,FWD,5.0,Electric,"tubeless,radial",5.0,300.8603119300095,20.7,DOHC,Unknown,2.714684156229616,Hyderabad,7.36
Comprehensive,Petrol,1197 cc,2019.0,Petrol,Hatchback,88637.0,Manual,1,Maruti,Maruti Ignis,15.0,Grey,4.0,MPFI,No,3700.0,1690.0,1595.0,2435.0,5 Speed,FWD,5.0,Electrical,"tubeless,radial",5.0,260.0,20.89,SOHC,No,4.7,Hyderabad,4.8
Third Party insurance,Petrol,998 cc,2021.0,Petrol,Hatchback,19070.0,Manual,1,Hyundai,Hyundai i20,16.0,Red,3.0,Unknown,Yes,3995.0,1775.0,1505.0,2580.0,6 Speed IMT,FWD,5.0,Electric,"tubeless,radial",5.0,311.0,20.0,DOHC,Unknown,2.9990303199075825,Hyderabad,9.67
Zero Dep,Petrol,998 cc,2020.0,Petrol,Hatchback,68556.0,Manual,1,Maruti,Maruti S-Presso,14.0,Silver,3.0,Unknown,Unknown,3565.0,1520.0,1567.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,223.8481396206207,21.7,Unknown,Unknown,4.5,Hyderabad,4.32
Not Available,Petrol,1194 cc,2019.0,Petrol,Hatchback,44356.0,Manual,1,Ford,Ford Figo,15.0,Red,3.0,Direct Injection,No,3941.0,1704.0,1525.0,2490.0,5 Speed,FWD,5.0,Power,tubeless,5.0,257.0,20.4,DOHC,No,4.9,Hyderabad,6.0
Third Party insurance,Petrol,1197 cc,2016.0,Petrol,Sedan,73143.0,Manual,1,Maruti,Maruti Swift Dzire,15.0,Silver,4.0,Unknown,Unknown,3995.0,1735.0,1515.0,2450.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",4.0,378.0,22.41,DOHC,Unknown,4.8,Hyderabad,6.1
Third Party insurance,Diesel,1985 cc,2012.0,Diesel,SUV,146769.0,Automatic,1,Volvo,Volvo XC60,17.0,Black,5.0,Unknown,Yes,4627.0,1888.0,1713.0,2774.0,6 Speed,AWD,5.0,Power,"tubeless,radial",5.0,495.0,14.7,DOHC,No,6.05,Hyderabad,12.5
Third Party insurance,Petrol,1198 cc,2018.0,Petrol,Hatchback,67527.0,Manual,1,Datsun,Datsun GO,15.0,Silver,3.0,Electronic Injection System,No,3788.0,1636.0,1507.0,2450.0,5 Speed,FWD,5.0,Power,tubeless,5.0,265.0,19.02,DOHC,No,4.6,Hyderabad,3.37
Comprehensive,Petrol,1086 cc,2019.0,Petrol,Hatchback,79467.0,Automatic,1,Hyundai,Hyundai Santro,15.0,Silver,4.0,MPFI,No,3610.0,1645.0,1560.0,2400.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,235.0,20.3,DOHC,No,1.590495501209034,Hyderabad,5.27
Third Party insurance,Diesel,1995 cc,2014.0,Diesel,Sedan,103174.0,Automatic,1,BMW,BMW 5 Series,17.0,White,4.0,CRDi,Yes,4907.0,2102.0,1464.0,2968.0,8 Speed,RWD,5.0,Power,"tubeless,radial",4.0,520.0,18.12,DOHC,No,5.6,Hyderabad,17.5
Third Party insurance,Petrol,1199 cc,2017.0,Petrol,Hatchback,103046.0,Manual,3,Volkswagen,Volkswagen Polo,15.0,White,3.0,MPFI,No,3971.0,1682.0,1469.0,2469.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,280.0,16.2,DOHC,No,4.97,Hyderabad,5.49
Not Available,Petrol,1172 cc,2017.0,Petrol,Hatchback,85110.0,Manual,2,Fiat,Fiat Punto EVO,15.0,Hip Hop Black,4.0,SMPI,No,3989.0,1687.0,1525.0,2510.0,5 Speed,FWD,5.0,Power,"radial,tubeless",5.0,280.0,15.8,SOHC,No,5.0,Hyderabad,2.7
Third Party insurance,Diesel,1248 cc,2011.0,Diesel,Sedan,114000.0,Manual,1,Tata,Tata Manza,15.0,Purple,4.0,CRDI,No,4413.0,1703.0,1550.0,2520.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,441.60764112410016,19.0,Unknown,No,5.1,Hyderabad,2.85
Third Party insurance,Diesel,1461 cc,2017.0,Diesel,SUV,70000.0,Manual,1,Renault,Renault Captur,17.0,Orange,4.0,CRDi,Yes,4329.0,1813.0,1626.0,2673.0,6 Speed,Unknown,5.0,Power,"radial,tubeless",5.0,392.0,20.37,DOHC,No,5.2,Hyderabad,9.75
Third Party insurance,Diesel,1396 cc,2018.0,Diesel,Hatchback,72000.0,Manual,1,Hyundai,Hyundai i20,16.0,Blue,4.0,CRDI,Yes,3985.0,1734.0,1505.0,2570.0,6 Speed,FWD,5.0,Power,tubeless,5.0,295.0,22.54,DOHC,No,5.2,Hyderabad,7.25
Third Party insurance,Petrol,1197 cc,2023.0,Petrol,SUV,20000.0,Manual,1,Hyundai,Hyundai Venue,16.0,Others,4.0,Unknown,No,3995.0,1770.0,1617.0,2500.0,5-Speed,FWD,5.0,Power,"tubeless,radial",5.0,333.8545721146013,19.256888627353813,Unknown,Unknown,4.807512349747093,Hyderabad,9.55
Third Party insurance,Diesel,1493 cc,2022.0,Diesel,MUV,32000.0,Automatic,1,Kia,Kia Carens,16.0,White,4.0,CRDi,Yes,4540.0,1800.0,1708.0,2780.0,6-Speed AT,2WD,6.0,Power,"tubeless,radial",5.0,420.91764106248115,19.256888627353813,Unknown,Unknown,12.360289868366323,Hyderabad,18.5
Third Party insurance,Petrol,1197 cc,2023.0,Petrol,SUV,20000.0,Manual,1,Hyundai,Hyundai Venue,16.0,Others,4.0,Unknown,No,3995.0,1770.0,1617.0,2500.0,5-Speed,FWD,5.0,Power,"tubeless,radial",5.0,333.8545721146013,19.256888627353813,Unknown,Unknown,4.807512349747093,Hyderabad,10.1
Third Party insurance,Petrol,1497 cc,2021.0,Petrol,SUV,22500.0,Automatic,1,Kia,Kia Seltos,17.0,Black,4.0,MPI,No,4315.0,1800.0,1645.0,2610.0,6-Speed IVT,2WD,5.0,Electric,"tubeless,radial",5.0,433.0,16.8,DOHC,No,8.614012373969004,Hyderabad,17.5
Comprehensive,Petrol,1197 cc,2016.0,Petrol,Hatchback,54708.0,Manual,1,Hyundai,Hyundai i20,16.0,Red,4.0,MPFI,No,3985.0,1734.0,1505.0,2570.0,5 Speed,FWD,5.0,Power,tubeless,5.0,295.0,18.6,DOHC,No,5.2,Hyderabad,6.21
Comprehensive,Petrol,1197 cc,2017.0,Petrol,Hatchback,78031.0,Manual,1,Maruti,Maruti Baleno,16.0,Blue,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,339.0,21.4,DOHC,No,4.9,Hyderabad,6.33
Comprehensive,Diesel,1995 cc,2022.0,Diesel,Sedan,32000.0,Automatic,1,BMW,BMW 5 Series,18.0,White,4.0,CRDi,Yes,4936.0,2126.0,1466.0,2975.0,8-Speed Steptronic,RWD,5.0,Power,"tubeless,runflat",4.0,520.0,20.37,DOHC,No,5.6,Hyderabad,69.0
Zero Dep,Petrol,1197 cc,2019.0,Petrol,Hatchback,24337.0,Manual,2,Hyundai,Hyundai Grand i10,15.0,Silver,4.0,MPFI,No,3765.0,1660.0,1520.0,2425.0,5 Speed,FWD,5.0,Power,tubeless,5.0,256.0,18.9,DOHC,No,4.8,Hyderabad,5.15
Third Party insurance,Petrol,1197 cc,2019.0,Petrol,Hatchback,82243.0,Manual,1,Maruti,Maruti Baleno,16.0,Blue,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,339.0,21.4,DOHC,No,4.9,Hyderabad,6.79
Third Party insurance,Petrol,1497 cc,2022.0,Petrol,SUV,20000.0,Manual,1,Hyundai,Hyundai Creta,16.0,Others,4.0,MPi,No,4300.0,1790.0,1635.0,2610.0,6-speed iMT,FWD,5.0,Power,"tubeless,radial",5.0,387.3563752954349,19.256888627353813,DOHC,Unknown,8.468961588881704,Hyderabad,13.88
Comprehensive,Petrol,1197 cc,2017.0,Petrol,Hatchback,104701.0,Automatic,2,Maruti,Maruti Ignis,15.0,White,4.0,MPFI,No,3700.0,1690.0,1595.0,2435.0,5 Speed,FWD,5.0,Electrical,"tubeless,radial",5.0,260.0,20.89,SOHC,No,4.7,Hyderabad,6.09
Comprehensive,Petrol,1462 cc,2021.0,Petrol,SUV,54000.0,Manual,2,Toyota,Toyota Urban cruiser,16.0,Silver,4.0,Unknown,Unknown,3995.0,1790.0,1640.0,2500.0,5 Speed,Unknown,5.0,Electronic,"tubeless,radial",5.0,328.0,17.03,Unknown,Unknown,5.2,Hyderabad,10.0
Third Party insurance,Petrol,1197 cc,2021.0,Petrol,Hatchback,118937.0,Manual,1,Maruti,Maruti Swift,16.0,Red,4.0,Unknown,Unknown,3845.0,1735.0,1530.0,2450.0,5-Speed,FWD,5.0,Electric,"radial,tubeless",5.0,268.0,22.38,DOHC,Unknown,4.8,Hyderabad,5.9
Third Party insurance,Diesel,1248 cc,2017.0,Diesel,Hatchback,105133.0,Manual,1,Maruti,Maruti Swift,16.0,Red,4.0,CRDI,Yes,3840.0,1735.0,1530.0,2450.0,5 Speed,FWD,5.0,Power,tubeless,5.0,204.0,25.2,DOHC,No,4.8,Hyderabad,5.7
Third Party insurance,Petrol,1451 cc,2023.0,Petrol,SUV,10000.0,Automatic,1,MG,MG Hector,18.0,Others,4.0,Unknown,Unknown,4699.0,1835.0,1760.0,2750.0,6-speed,FWD,5.0,Power,"tubeless,radial",5.0,587.0,12.34,Unknown,Unknown,14.445264760685454,Hyderabad,26.5
Third Party insurance,Petrol,1197 cc,2018.0,Petrol,Sedan,36290.0,Automatic,1,Maruti,Maruti Swift Dzire,16.0,Brown,4.0,MPFI,No,3995.0,1735.0,1515.0,2450.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,378.0,21.21,DOHC,No,4.8,Hyderabad,6.79
Third Party insurance,Petrol,1997 cc,2023.0,Petrol,SUV,10000.0,Manual,1,Mahindra,Mahindra Scorpio N,18.0,Others,4.0,Unknown,Yes,4662.0,1917.0,1857.0,2750.0,6-Speed,2WD,7.0,Electric,"tubeless,radial",5.0,439.0616215706416,19.256888627353813,Unknown,Unknown,13.88464479785695,Hyderabad,18.0
Third Party insurance,Petrol,1197 cc,2018.0,Petrol,Hatchback,29084.0,Manual,1,Hyundai,Hyundai i20,15.0,Blue,4.0,MPFI,No,3985.0,1734.0,1505.0,2570.0,5 Speed,FWD,5.0,Power,tubeless,5.0,285.0,18.6,DOHC,No,5.2,Hyderabad,6.4
Third Party insurance,Petrol,998 cc,2020.0,Petrol,Hatchback,66911.0,Manual,1,Maruti,Maruti Celerio,15.0,White,3.0,MPFi,No,3695.0,1600.0,1560.0,2425.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,235.0,21.63,DOHC,No,4.7,Hyderabad,4.75
Third Party insurance,Petrol,1497 cc,2011.0,Petrol,Sedan,110000.0,Automatic,1,Honda,Honda City,15.0,Others,4.0,EFI(Electronic Fuel Injection),No,4420.0,1695.0,1480.0,2550.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,506.0,16.8,SOHC,No,5.3,Hyderabad,4.3
Comprehensive,Petrol,1462 cc,2022.0,Petrol,SUV,7033.0,Manual,1,Maruti,Maruti Grand Vitara,17.0,Red,4.0,Unknown,Unknown,4345.0,1795.0,1645.0,2600.0,5 Speed,2WD,5.0,Power,"tubeless,radial",5.0,420.0980434176681,21.11,DOHC,Unknown,5.4,Hyderabad,17.0
Third Party insurance,Petrol,1498 cc,2021.0,Petrol,SUV,40000.0,Manual,1,Volkswagen,Volkswagen Taigun,17.0,Gray,4.0,TSI,Yes,4221.0,1760.0,1612.0,2651.0,7-Speed DSG,Unknown,5.0,Electric,"tubeless,radial",5.0,385.0,17.88,Unknown,Unknown,5.05,Hyderabad,19.5
Third Party insurance,Diesel,2179 cc,2014.0,Diesel,SUV,80000.0,Manual,2,Mahindra,Mahindra XUV500,17.0,Blue,4.0,Direct Injection,Yes,4585.0,1890.0,1785.0,2700.0,6 Speed,FWD,7.0,Power,"tubeless,radial",5.0,478.1401946475437,15.1,DOHC,No,5.6,Hyderabad,7.0
Third Party insurance,Petrol,1197 cc,2018.0,Petrol,Hatchback,22000.0,Automatic,1,Hyundai,Hyundai Grand i10,14.0,Grey,4.0,MPFI,No,3765.0,1660.0,1520.0,2425.0,4 Speed,FWD,5.0,Power,tubeless,5.0,256.0,18.9,DOHC,No,4.8,Hyderabad,6.75
Third Party insurance,Petrol,1198 cc,2018.0,Petrol,Hatchback,70200.0,Manual,1,Datsun,Datsun GO,15.0,White,3.0,Electronic Injection System,No,3788.0,1636.0,1507.0,2450.0,5 Speed,FWD,5.0,Power,tubeless,5.0,265.0,19.02,DOHC,No,4.6,Hyderabad,4.3
Third Party insurance,Petrol,999 cc,2019.0,Petrol,Hatchback,60004.0,Manual,1,Renault,Renault KWID,14.0,Silver,3.0,MPFi,No,3679.0,1579.0,1478.0,2422.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,300.0,23.01,DOHC,No,4.9,Hyderabad,4.2
Third Party insurance,Petrol,1197 cc,2020.0,Petrol,Hatchback,60000.0,Manual,1,Maruti,Maruti Wagon R,15.0,Others,4.0,MPFI,No,3655.0,1620.0,1675.0,2435.0,5 Speed,FWD,5.0,Power,"tubeless tyres,radial",5.0,341.0,20.52,DOHC,No,4.7,Hyderabad,5.8
Third Party insurance,Petrol,1086 cc,2013.0,Petrol,Hatchback,57078.0,Manual,2,Hyundai,Hyundai i10,15.0,Others,4.0,MPFI,No,3585.0,1595.0,1550.0,2380.0,5 Speed,FWD,5.0,Power,tubeless,5.0,225.0,19.81,SOHC,No,4.7,Hyderabad,3.34
Comprehensive,Petrol,1197 cc,2014.0,Petrol,Hatchback,63789.0,Manual,1,Maruti,Maruti Ritz,14.0,Silver,4.0,MPFI,No,3775.0,1680.0,1620.0,2360.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,236.0,18.5,DOHC,No,4.7,Hyderabad,4.02
Third Party insurance,Diesel,936 cc,2016.0,Diesel,Hatchback,120000.0,Manual,1,Chevrolet,Chevrolet Beat,15.0,Others,3.0,Direct Injection,Yes,3640.0,1595.0,1550.0,2375.0,5 Speed,FWD,5.0,Power,tubeless,5.0,170.0,25.44,DOHC,No,4.85,Hyderabad,2.4
Zero Dep,Diesel,1248 cc,2018.0,Diesel,Sedan,118207.0,Automatic,2,Maruti,Maruti Ciaz,15.0,Silver,4.0,CRDI,Yes,4490.0,1730.0,1485.0,2650.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,510.0,28.09,DOHC,No,5.4,Hyderabad,7.34
Comprehensive,Petrol,1497 cc,2017.0,Petrol,Sedan,53000.0,Manual,1,Honda,Honda City,15.0,White,4.0,Unknown,Unknown,4440.0,1695.0,1495.0,2600.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",4.0,510.0,17.4,SOHC,Unknown,5.3,Hyderabad,7.95
Comprehensive,Petrol,1197 cc,2016.0,Petrol,Hatchback,105224.0,Manual,2,Maruti,Maruti Baleno,16.0,Silver,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,339.0,21.4,DOHC,No,4.9,Hyderabad,5.7
Zero Dep,Petrol,1086 cc,2021.0,Petrol,Hatchback,20837.0,Manual,2,Hyundai,Hyundai Santro,15.0,White,4.0,MPFI,No,3610.0,1645.0,1560.0,2400.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",5.0,235.0,20.3,SOHC,No,1.590495501209034,Hyderabad,5.51
Third Party insurance,Petrol,1197 cc,2010.0,Petrol,Hatchback,100000.0,Manual,2,Hyundai,Hyundai i20,14.0,Others,4.0,MPFI,No,3940.0,1710.0,1505.0,2525.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,319.27866038928016,18.5,DOHC,No,5.2,Hyderabad,2.8
Third Party insurance,Petrol,799 cc,2021.0,Petrol,Hatchback,24021.0,Manual,1,Datsun,Datsun RediGO,14.0,Blue,3.0,MPFi,No,3435.0,1574.0,1546.0,2348.0,5-Speed,FWD,5.0,Power,tubeless,5.0,222.0,20.71,DOHC,No,4.7,Hyderabad,4.63
Third Party insurance,Petrol,1373 cc,2016.0,Petrol,Sedan,61000.0,Manual,1,Maruti,Maruti Ciaz,15.0,Grey,4.0,MPFI,No,4490.0,1730.0,1485.0,2650.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,510.0,20.73,DOHC,No,5.4,Hyderabad,6.25
Third Party insurance,Diesel,1984 cc,2013.0,Diesel,Sedan,120000.0,Automatic,2,Volvo,Volvo S60,18.0,Others,4.0,CRDI,Yes,4635.0,2097.0,1484.0,2776.0,8 Speed,FWD,5.0,Power,"tubeless,radial",4.0,380.0,9.0,DOHC,No,5.65,Hyderabad,8.0
Third Party insurance,Petrol,1596 cc,2008.0,Petrol,Sedan,64000.0,Manual,2,Ford,Ford Fiesta,14.0,Black,4.0,SEFI,No,4282.0,1686.0,1468.0,2486.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,430.0,15.3,DOHC,No,4.9,Hyderabad,2.0
Third Party insurance,Petrol,796 cc,2011.0,Petrol,Hatchback,120000.0,Manual,1,Maruti,Maruti Alto,12.0,Others,3.0,MPFI,No,3495.0,1475.0,1460.0,2360.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,207.3824148307126,19.7,SOHC,No,4.6,Hyderabad,1.7
Third Party insurance,Petrol,1498 cc,2022.0,Petrol,SUV,30000.0,Manual,1,Volkswagen,Volkswagen Taigun,17.0,Others,4.0,TSI,Yes,4221.0,1760.0,1612.0,2651.0,7-Speed DSG,Unknown,5.0,Electric,"tubeless,radial",5.0,385.0,17.88,Unknown,Unknown,5.05,Hyderabad,19.5
Third Party insurance,Petrol,796 cc,2018.0,Petrol,Hatchback,49000.0,Manual,1,Maruti,Maruti Alto 800,14.0,White,3.0,Unknown,Unknown,3445.0,1515.0,1475.0,2360.0,5 Speed,FWD,5.0,Power,tubeless,5.0,194.2967032843453,22.05,DOHC,Unknown,4.6,Hyderabad,3.25
Third Party insurance,Diesel,1497 cc,2018.0,Diesel,MUV,115000.0,Manual,1,Mahindra,Mahindra Marazzo,17.0,Silver,4.0,CRDi,Yes,4585.0,1866.0,1774.0,2760.0,6 Speed,FWD,7.0,Power,"tubless,radial",5.0,190.0,17.3,Unknown,No,5.25,Hyderabad,7.5
Third Party insurance,Petrol,796 cc,2016.0,Petrol,Hatchback,50000.0,Manual,1,Maruti,Maruti Alto 800,14.0,Others,3.0,MPFi,No,3430.0,1490.0,1475.0,2360.0,5 Speed,FWD,5.0,Power,tubeless,5.0,177.0,24.7,DOHC,No,4.6,Hyderabad,2.75
Third Party insurance,Petrol,999 cc,2021.0,Petrol,Hatchback,18569.0,Manual,1,Datsun,Datsun RediGO,14.0,Others,3.0,MPFi,No,3435.0,1574.0,1546.0,2348.0,5-Speed,FWD,5.0,Power,tubeless,5.0,222.0,21.7,DOHC,No,4.7,Hyderabad,4.47
Third Party insurance,Diesel,1186 cc,2018.0,Diesel,Hatchback,98455.0,Manual,1,Hyundai,Hyundai Grand i10,14.0,White,3.0,CRDi,No,3765.0,1660.0,1520.0,2425.0,5 Speed,FWD,5.0,Power,tubeless,5.0,256.0,24.0,DOHC,No,4.8,Hyderabad,5.78
Third Party insurance,Diesel,1498 cc,2015.0,Diesel,Sedan,85000.0,Automatic,1,Skoda,Skoda Rapid,15.0,White,4.0,Direct Injection ,Yes,4386.0,1699.0,1466.0,2552.0,7 Speed,FWD,5.0,Power,"tubeless,radial",4.0,460.0,21.66,DOHC,No,5.3,Hyderabad,6.0
Third Party insurance,Petrol,1198 cc,2016.0,Petrol,Sedan,97921.0,Manual,1,Volkswagen,Volkswagen Ameo,15.0,Brown,3.0,MPFI,No,3995.0,1682.0,1483.0,2470.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,330.0,17.0,DOHC,No,4.46092099896498,Hyderabad,5.24
Third Party insurance,Petrol,999 cc,2020.0,Petrol,Hatchback,19205.0,Manual,2,Datsun,Datsun RediGO,14.0,Others,3.0,MPFi,No,3435.0,1574.0,1546.0,2348.0,5-Speed,FWD,5.0,Power,tubeless,5.0,222.0,21.7,DOHC,No,4.7,Hyderabad,4.02
